SSPscen;region;technology;vehicleType;subsectorL3;subsectorL2;subsectorL1;sector;level;2020;2030;2040;2050;2100;2150
SDP_RC;JPN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;LAM;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;MEA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;NEN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;NES;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;OAS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;REF;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;SSA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;UKI;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_RC;USA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;CAZ;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;CHA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;DEU;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;ECE;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;ECS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;ENC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;ESC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;ESW;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;EWN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;FRA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;IND;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;JPN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;LAM;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;MEA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;NEN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;NES;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;OAS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;REF;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;SSA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;UKI;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP1;USA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;CAZ;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;CHA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;DEU;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;ECE;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;ECS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;ENC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;ESC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;ESW;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;EWN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;FRA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;IND;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;JPN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;LAM;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;MEA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;NEN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;NES;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;OAS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;REF;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;SSA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;UKI;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP2;USA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;CAZ;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;CHA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;DEU;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;ECE;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;ECS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;ENC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;ESC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;ESW;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;EWN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;FRA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;IND;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;JPN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;LAM;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;MEA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;NEN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;NES;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;OAS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;REF;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;SSA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;UKI;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP3;USA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;CAZ;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;CHA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;DEU;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;ECE;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;ECS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;ENC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;ESC;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;ESW;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;EWN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;FRA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;IND;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;JPN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;LAM;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;MEA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;NEN;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;NES;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;OAS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;REF;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;SSA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;UKI;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SSP5;USA;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;CAZ;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;CHA;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;4.16E-01;7.33E-01;8.67E-01;1.00E+00;1.00E+00;1.00E+00
SDP;DEU;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;ECE;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;ECS;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;ENC;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;ESC;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;ESW;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;EWN;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;FRA;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;IND;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;8.34E-01;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;JPN;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;LAM;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;MEA;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;NEN;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;NES;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;OAS;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;3.53E-01;6.51E-01;8.25E-01;1.00E+00;1.00E+00;1.00E+00
SDP;REF;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;SSA;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;UKI;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP;USA;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_EI;CAZ;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_EI;CHA;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;4.16E-01;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_EI;DEU;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_EI;ECE;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
SDP_EI;ECS;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00;1.00E+00
