"","variable","region","period","unit","scenario","value","model"
"3767","FE|Transport|Pass|Aviation","United States",2060,"EJ/yr","historical",2.82662092509018,"IEA ETP 2DS"
"3768","FE|Transport|Pass|Aviation","India",2035,"EJ/yr","historical",0.955556994585817,"IEA ETP RTS"
"3769","FE|Transport|Pass|Aviation","Mexico",2035,"EJ/yr","historical",0.189456686002381,"IEA ETP RTS"
"3770","FE|Transport|Pass|Aviation","Russia",2035,"EJ/yr","historical",0.4779871945346,"IEA ETP RTS"
"3771","FE|Transport|Pass|Aviation","South Africa",2035,"EJ/yr","historical",0.0952046086869023,"IEA ETP RTS"
"3772","FE|Transport|Pass|Aviation","United States",2035,"EJ/yr","historical",3.37167336201158,"IEA ETP RTS"
"3773","FE|Transport|Pass|Aviation","OECD",2040,"EJ/yr","historical",7.32985675841727,"IEA ETP RTS"
"3774","FE|Transport|Pass|Aviation","NonOECD",2040,"EJ/yr","historical",10.2776672330436,"IEA ETP RTS"
"3775","FE|Transport|Pass|Aviation","ASEAN",2040,"EJ/yr","historical",2.18242371887539,"IEA ETP RTS"
"3776","FE|Transport|Pass|Aviation","Brazil",2040,"EJ/yr","historical",0.308144927466175,"IEA ETP RTS"
"3777","FE|Transport|Pass|Aviation","China",2040,"EJ/yr","historical",3.54711658272085,"IEA ETP RTS"
"3778","FE|Transport|Pass|Aviation","European Union",2040,"EJ/yr","historical",2.02308513109467,"IEA ETP RTS"
"3779","FE|Transport|Pass|Aviation","India",2040,"EJ/yr","historical",1.17099908567467,"IEA ETP RTS"
"3780","FE|Transport|Pass|Aviation","Mexico",2040,"EJ/yr","historical",0.201849546540464,"IEA ETP RTS"
"3781","FE|Transport|Pass|Aviation","Russia",2040,"EJ/yr","historical",0.50448206041155,"IEA ETP RTS"
"3782","FE|Transport|Pass|Aviation","South Africa",2040,"EJ/yr","historical",0.103024488043601,"IEA ETP RTS"
"3783","FE|Transport|Pass|Aviation","United States",2040,"EJ/yr","historical",3.43703775579764,"IEA ETP RTS"
"3784","FE|Transport|Pass|Aviation","OECD",2045,"EJ/yr","historical",7.38509927606596,"IEA ETP RTS"
"3785","FE|Transport|Pass|Aviation","NonOECD",2045,"EJ/yr","historical",11.0642058615263,"IEA ETP RTS"
"3786","FE|Transport|Pass|Aviation","ASEAN",2045,"EJ/yr","historical",2.36617564335648,"IEA ETP RTS"
"3787","FE|Transport|Pass|Aviation","Brazil",2045,"EJ/yr","historical",0.328496148854939,"IEA ETP RTS"
"3788","FE|Transport|Pass|Aviation","China",2045,"EJ/yr","historical",3.70833855462966,"IEA ETP RTS"
"3789","FE|Transport|Pass|Aviation","European Union",2045,"EJ/yr","historical",1.99890012369705,"IEA ETP RTS"
"3790","FE|Transport|Pass|Aviation","India",2045,"EJ/yr","historical",1.35783556767654,"IEA ETP RTS"
"3791","FE|Transport|Pass|Aviation","Mexico",2045,"EJ/yr","historical",0.21050175640112,"IEA ETP RTS"
"3792","FE|Transport|Pass|Aviation","Russia",2045,"EJ/yr","historical",0.5184520009287,"IEA ETP RTS"
"3793","FE|Transport|Pass|Aviation","South Africa",2045,"EJ/yr","historical",0.109530232706642,"IEA ETP RTS"
"3794","FE|Transport|Pass|Aviation","United States",2045,"EJ/yr","historical",3.50222875696742,"IEA ETP RTS"
"3795","FE|Transport|Pass|Aviation","OECD",2050,"EJ/yr","historical",7.40518209228045,"IEA ETP RTS"
"3796","FE|Transport|Pass|Aviation","NonOECD",2050,"EJ/yr","historical",11.5753010363116,"IEA ETP RTS"
"3797","FE|Transport|Pass|Aviation","ASEAN",2050,"EJ/yr","historical",2.49517494768544,"IEA ETP RTS"
"3798","FE|Transport|Pass|Aviation","Brazil",2050,"EJ/yr","historical",0.340171200769,"IEA ETP RTS"
"3799","FE|Transport|Pass|Aviation","China",2050,"EJ/yr","historical",3.75651521171639,"IEA ETP RTS"
"3800","FE|Transport|Pass|Aviation","European Union",2050,"EJ/yr","historical",1.97105297792473,"IEA ETP RTS"
"3801","FE|Transport|Pass|Aviation","India",2050,"EJ/yr","historical",1.49590860558087,"IEA ETP RTS"
"3802","FE|Transport|Pass|Aviation","Mexico",2050,"EJ/yr","historical",0.215021054488638,"IEA ETP RTS"
"3803","FE|Transport|Pass|Aviation","Russia",2050,"EJ/yr","historical",0.525451527526102,"IEA ETP RTS"
"3804","FE|Transport|Pass|Aviation","South Africa",2050,"EJ/yr","historical",0.113717001457328,"IEA ETP RTS"
"3805","FE|Transport|Pass|Aviation","United States",2050,"EJ/yr","historical",3.55054684162452,"IEA ETP RTS"
"3806","FE|Transport|Pass|Aviation","OECD",2055,"EJ/yr","historical",7.59013197244726,"IEA ETP RTS"
"3807","FE|Transport|Pass|Aviation","NonOECD",2055,"EJ/yr","historical",12.1371576662168,"IEA ETP RTS"
"3808","FE|Transport|Pass|Aviation","ASEAN",2055,"EJ/yr","historical",2.64258730551063,"IEA ETP RTS"
"3809","FE|Transport|Pass|Aviation","Brazil",2055,"EJ/yr","historical",0.351851076915891,"IEA ETP RTS"
"3810","FE|Transport|Pass|Aviation","China",2055,"EJ/yr","historical",3.8108131047137,"IEA ETP RTS"
"3811","FE|Transport|Pass|Aviation","European Union",2055,"EJ/yr","historical",1.98852331766437,"IEA ETP RTS"
"3812","FE|Transport|Pass|Aviation","India",2055,"EJ/yr","historical",1.61911454709739,"IEA ETP RTS"
"3813","FE|Transport|Pass|Aviation","Mexico",2055,"EJ/yr","historical",0.221091960874321,"IEA ETP RTS"
"3814","FE|Transport|Pass|Aviation","ASEAN",2030,"EJ/yr","historical",1.34334010290712,"IEA ETP 2DS"
"3815","FE|Transport|Pass|Aviation","Brazil",2030,"EJ/yr","historical",0.21063358787444,"IEA ETP 2DS"
"3816","FE|Transport|Pass|Aviation","China",2030,"EJ/yr","historical",2.22126887136439,"IEA ETP 2DS"
"3817","FE|Transport|Pass|Aviation","European Union",2030,"EJ/yr","historical",1.60990845857111,"IEA ETP 2DS"
"3818","FE|Transport|Pass|Aviation","India",2030,"EJ/yr","historical",0.498804515519767,"IEA ETP 2DS"
"3819","FE|Transport|Pass|Aviation","Mexico",2030,"EJ/yr","historical",0.137962259876196,"IEA ETP 2DS"
"3820","FE|Transport|Pass|Aviation","Russia",2030,"EJ/yr","historical",0.342100435287879,"IEA ETP 2DS"
"3821","FE|Transport|Pass|Aviation","South Africa",2030,"EJ/yr","historical",0.0714029841558192,"IEA ETP 2DS"
"3822","FE|Transport|Pass|Aviation","United States",2030,"EJ/yr","historical",2.7386585932774,"IEA ETP 2DS"
"3823","FE|Transport|Pass|Aviation","OECD",2035,"EJ/yr","historical",5.52537212414427,"IEA ETP 2DS"
"3824","FE|Transport|Pass|Aviation","NonOECD",2035,"EJ/yr","historical",6.80699919815428,"IEA ETP 2DS"
"3825","FE|Transport|Pass|Aviation","ASEAN",2035,"EJ/yr","historical",1.46080653162063,"IEA ETP 2DS"
"3826","FE|Transport|Pass|Aviation","Brazil",2035,"EJ/yr","historical",0.226156316173227,"IEA ETP 2DS"
"3827","FE|Transport|Pass|Aviation","China",2035,"EJ/yr","historical",2.37481522242062,"IEA ETP 2DS"
"3828","FE|Transport|Pass|Aviation","European Union",2035,"EJ/yr","historical",1.49275250315725,"IEA ETP 2DS"
"3829","FE|Transport|Pass|Aviation","India",2035,"EJ/yr","historical",0.543487411423388,"IEA ETP 2DS"
"3830","FE|Transport|Pass|Aviation","OECD",2035,"EJ/yr","historical",7.25954074800247,"IEA ETP RTS"
"3831","FE|Transport|Pass|Aviation","United States",2025,"EJ/yr","historical",3.25172321379886,"IEA ETP RTS"
"3832","FE|Transport|Pass|Aviation","OECD",2030,"EJ/yr","historical",7.17425910190087,"IEA ETP RTS"
"3833","FE|Transport|Pass|Aviation","NonOECD",2030,"EJ/yr","historical",8.02752401971353,"IEA ETP RTS"
"3834","FE|Transport|Pass|Aviation","ASEAN",2030,"EJ/yr","historical",1.68546196410834,"IEA ETP RTS"
"3835","FE|Transport|Pass|Aviation","Brazil",2030,"EJ/yr","historical",0.253785891862861,"IEA ETP RTS"
"3836","FE|Transport|Pass|Aviation","China",2030,"EJ/yr","historical",2.87028520052925,"IEA ETP RTS"
"3837","FE|Transport|Pass|Aviation","European Union",2030,"EJ/yr","historical",2.06048492971635,"IEA ETP RTS"
"3838","FE|Transport|Pass|Aviation","India",2030,"EJ/yr","historical",0.737358929624223,"IEA ETP RTS"
"3839","FE|Transport|Pass|Aviation","Mexico",2030,"EJ/yr","historical",0.173890609892134,"IEA ETP RTS"
"3840","FE|Transport|Pass|Aviation","Russia",2030,"EJ/yr","historical",0.437917863910246,"IEA ETP RTS"
"3841","FE|Transport|Pass|Aviation","South Africa",2030,"EJ/yr","historical",0.0873691677097312,"IEA ETP RTS"
"3842","FE|Transport|Pass|Aviation","United States",2030,"EJ/yr","historical",3.3078863466517,"IEA ETP RTS"
"3843","FE|Transport|Pass|Aviation","South Africa",2055,"EJ/yr","historical",0.11865589797918,"IEA ETP RTS"
"3844","FE|Transport|Pass|Aviation","NonOECD",2035,"EJ/yr","historical",9.25533869368263,"IEA ETP RTS"
"3845","FE|Transport|Pass|Aviation","ASEAN",2035,"EJ/yr","historical",1.95089955255337,"IEA ETP RTS"
"3846","FE|Transport|Pass|Aviation","Brazil",2035,"EJ/yr","historical",0.281742493929383,"IEA ETP RTS"
"3847","FE|Transport|Pass|Aviation","China",2035,"EJ/yr","historical",3.27916320402851,"IEA ETP RTS"
"3848","FE|Transport|Pass|Aviation","European Union",2035,"EJ/yr","historical",2.04234832174435,"IEA ETP RTS"
"3849","FE|Transport|Pass|Aviation","China",2060,"EJ/yr","historical",3.90729975105231,"IEA ETP RTS"
"3850","FE|Transport|Pass|Aviation","European Union",2060,"EJ/yr","historical",2.05323632998571,"IEA ETP RTS"
"3851","FE|Transport|Pass|Aviation","India",2060,"EJ/yr","historical",1.73662987934208,"IEA ETP RTS"
"3852","FE|Transport|Pass|Aviation","Mexico",2060,"EJ/yr","historical",0.229752213305522,"IEA ETP RTS"
"3853","FE|Transport|Pass|Aviation","Russia",2060,"EJ/yr","historical",0.567225964495149,"IEA ETP RTS"
"3854","FE|Transport|Pass|Aviation","South Africa",2060,"EJ/yr","historical",0.124553617531428,"IEA ETP RTS"
"3855","FE|Transport|Pass|Aviation","Russia",2055,"EJ/yr","historical",0.542132346583207,"IEA ETP RTS"
"3856","FE|Transport|Pass|Aviation","ASEAN",2060,"EJ/yr","historical",2.82804413792112,"IEA ETP RTS"
"3857","FE|Transport|Pass|Aviation","United States",2055,"EJ/yr","historical",3.68251885493644,"IEA ETP RTS"
"3858","FE|Transport|Pass|Aviation","OECD",2060,"EJ/yr","historical",7.9567486040398,"IEA ETP RTS"
"3859","FE|Transport|Pass|Aviation","NonOECD",2060,"EJ/yr","historical",12.8250361006032,"IEA ETP RTS"
"3860","FE|Transport|Pass|Aviation","United States",2060,"EJ/yr","historical",3.90975690964171,"IEA ETP RTS"
"3861","FE|Transport|Pass|Aviation","Brazil",2060,"EJ/yr","historical",0.364871790348181,"IEA ETP RTS"
"3862","FE|Transport|Pass|Road|Bus","NonOECD",2014,"EJ/yr","historical",2.63070267685153,"IEA ETP B2DS"
"3863","FE|Transport|Pass|Road|Bus","OECD",2014,"EJ/yr","historical",1.29341074934886,"IEA ETP B2DS"
"3864","FE|Transport|Pass|Road|Bus","European Union",2014,"EJ/yr","historical",0.336713140539544,"IEA ETP B2DS"
"3865","FE|Transport|Pass|Road|Bus","ASEAN",2014,"EJ/yr","historical",0.143078006214389,"IEA ETP B2DS"
"3866","FE|Transport|Pass|Road|Bus","Brazil",2014,"EJ/yr","historical",0.167423775905239,"IEA ETP B2DS"
"3867","FE|Transport|Pass|Road|Bus","China",2014,"EJ/yr","historical",0.865819890736519,"IEA ETP B2DS"
"3868","FE|Transport|Pass|Road|Bus","Brazil",2014,"EJ/yr","historical",0.167423775905239,"IEA ETP 2DS"
"3869","FE|Transport|Pass|Road|Bus","OECD",2014,"EJ/yr","historical",1.29341074934886,"IEA ETP 2DS"
"3870","FE|Transport|Pass|Road|Bus","NonOECD",2014,"EJ/yr","historical",2.63070267685153,"IEA ETP 2DS"
"3871","FE|Transport|Pass|Road|Bus","ASEAN",2014,"EJ/yr","historical",0.143078006214389,"IEA ETP 2DS"
"3872","FE|Transport|Pass|Road|Bus","OECD",2014,"EJ/yr","historical",1.29341074934886,"IEA ETP RTS"
"3873","FE|Transport|Pass|Road|Bus","NonOECD",2014,"EJ/yr","historical",2.63070267685153,"IEA ETP RTS"
"3874","FE|Transport|Pass|Road|Bus","ASEAN",2014,"EJ/yr","historical",0.143078006214389,"IEA ETP RTS"
"3875","FE|Transport|Pass|Road|Bus","Brazil",2014,"EJ/yr","historical",0.167423775905239,"IEA ETP RTS"
"3876","FE|Transport|Pass|Road|Bus","China",2014,"EJ/yr","historical",0.865819890736519,"IEA ETP RTS"
"3877","FE|Transport|Pass|Road|Bus","European Union",2014,"EJ/yr","historical",0.336713140539544,"IEA ETP RTS"
"3878","FE|Transport|Pass|Road|Bus","India",2014,"EJ/yr","historical",0.339141168618616,"IEA ETP RTS"
"3879","FE|Transport|Pass|Road|Bus","Mexico",2014,"EJ/yr","historical",0.0797035266558015,"IEA ETP RTS"
"3880","FE|Transport|Pass|Road|Bus","Russia",2014,"EJ/yr","historical",0.0666353020006817,"IEA ETP RTS"
"3881","FE|Transport|Pass|Road|Bus","South Africa",2014,"EJ/yr","historical",0.0159385247275053,"IEA ETP RTS"
"3882","FE|Transport|Pass|Road|Bus","United States",2014,"EJ/yr","historical",0.589280654915123,"IEA ETP RTS"
"3883","FE|Transport|Pass|Road|Bus","OECD",2025,"EJ/yr","historical",1.25592028338875,"IEA ETP RTS"
"3884","FE|Transport|Pass|Road|Bus","NonOECD",2025,"EJ/yr","historical",2.74961993836967,"IEA ETP RTS"
"3885","FE|Transport|Pass|Road|Bus","ASEAN",2025,"EJ/yr","historical",0.240156635468181,"IEA ETP RTS"
"3886","FE|Transport|Pass|Road|Bus","Brazil",2025,"EJ/yr","historical",0.179859540665747,"IEA ETP RTS"
"3887","FE|Transport|Pass|Road|Bus","China",2025,"EJ/yr","historical",0.589133108975054,"IEA ETP RTS"
"3888","FE|Transport|Pass|Road|Bus","European Union",2025,"EJ/yr","historical",0.283931528019027,"IEA ETP RTS"
"3889","FE|Transport|Pass|Road|Bus","India",2025,"EJ/yr","historical",0.376444455306434,"IEA ETP RTS"
"3890","FE|Transport|Pass|Road|Bus","Mexico",2025,"EJ/yr","historical",0.0763406910523819,"IEA ETP RTS"
"3891","FE|Transport|Pass|Road|Bus","Russia",2025,"EJ/yr","historical",0.0626174421027376,"IEA ETP RTS"
"3892","FE|Transport|Pass|Road|Bus","South Africa",2025,"EJ/yr","historical",0.0177293039696612,"IEA ETP RTS"
"3893","FE|Transport|Pass|Road|Bus","United States",2025,"EJ/yr","historical",0.618663553059736,"IEA ETP RTS"
"3894","FE|Transport|Pass|Road|Bus","OECD",2030,"EJ/yr","historical",1.17605529234835,"IEA ETP RTS"
"3895","FE|Transport|Pass|Road|Bus","NonOECD",2030,"EJ/yr","historical",2.73690132640444,"IEA ETP RTS"
"3896","FE|Transport|Pass|Road|Bus","ASEAN",2030,"EJ/yr","historical",0.247564876962326,"IEA ETP RTS"
"3897","FE|Transport|Pass|Road|Bus","Brazil",2030,"EJ/yr","historical",0.175233232991325,"IEA ETP RTS"
"3898","FE|Transport|Pass|Road|Bus","China",2030,"EJ/yr","historical",0.456961562202966,"IEA ETP RTS"
"3899","FE|Transport|Pass|Road|Bus","European Union",2030,"EJ/yr","historical",0.254915380213848,"IEA ETP RTS"
"3900","FE|Transport|Pass|Road|Bus","India",2030,"EJ/yr","historical",0.383839909957823,"IEA ETP RTS"
"3901","FE|Transport|Pass|Road|Bus","Mexico",2030,"EJ/yr","historical",0.0765310669119287,"IEA ETP RTS"
"3902","FE|Transport|Pass|Road|Bus","Russia",2030,"EJ/yr","historical",0.053039485698392,"IEA ETP RTS"
"3903","FE|Transport|Pass|Road|Bus","South Africa",2030,"EJ/yr","historical",0.0174576381559473,"IEA ETP RTS"
"3904","FE|Transport|Pass|Road|Bus","United States",2030,"EJ/yr","historical",0.589580215043082,"IEA ETP RTS"
"3905","FE|Transport|Pass|Road|Bus","OECD",2035,"EJ/yr","historical",1.07484681302606,"IEA ETP RTS"
"3906","FE|Transport|Pass|Road|Bus","NonOECD",2035,"EJ/yr","historical",2.75800288561302,"IEA ETP RTS"
"3907","FE|Transport|Pass|Road|Bus","ASEAN",2035,"EJ/yr","historical",0.259580805130092,"IEA ETP RTS"
"3908","FE|Transport|Pass|Road|Bus","Brazil",2035,"EJ/yr","historical",0.161618429766777,"IEA ETP RTS"
"3909","FE|Transport|Pass|Road|Bus","China",2035,"EJ/yr","historical",0.383785031214759,"IEA ETP RTS"
"3910","FE|Transport|Pass|Road|Bus","European Union",2035,"EJ/yr","historical",0.228598508187249,"IEA ETP RTS"
"3911","FE|Transport|Pass|Road|Bus","India",2035,"EJ/yr","historical",0.38911660591533,"IEA ETP RTS"
"3912","FE|Transport|Pass|Road|Bus","Mexico",2035,"EJ/yr","historical",0.0782140008940078,"IEA ETP RTS"
"3913","FE|Transport|Pass|Road|Bus","Russia",2035,"EJ/yr","historical",0.0442888263613676,"IEA ETP RTS"
"3914","FE|Transport|Pass|Road|Bus","South Africa",2035,"EJ/yr","historical",0.0166190923080284,"IEA ETP RTS"
"3915","FE|Transport|Pass|Road|Bus","United States",2035,"EJ/yr","historical",0.534137941787181,"IEA ETP RTS"
"3916","FE|Transport|Pass|Road|Bus","OECD",2040,"EJ/yr","historical",0.985946585142877,"IEA ETP RTS"
"3917","FE|Transport|Pass|Road|Bus","NonOECD",2040,"EJ/yr","historical",2.78573964535004,"IEA ETP RTS"
"3918","FE|Transport|Pass|Road|Bus","ASEAN",2040,"EJ/yr","historical",0.2646729059373,"IEA ETP RTS"
"3919","FE|Transport|Pass|Road|Bus","Brazil",2040,"EJ/yr","historical",0.143501571430339,"IEA ETP RTS"
"3920","FE|Transport|Pass|Road|Bus","China",2040,"EJ/yr","historical",0.346808638156751,"IEA ETP RTS"
"3921","FE|Transport|Pass|Road|Bus","European Union",2040,"EJ/yr","historical",0.207315975862724,"IEA ETP RTS"
"3922","FE|Transport|Pass|Road|Bus","India",2040,"EJ/yr","historical",0.383146662241543,"IEA ETP RTS"
"3923","FE|Transport|Pass|Road|Bus","Mexico",2040,"EJ/yr","historical",0.0800033461503412,"IEA ETP RTS"
"3924","FE|Transport|Pass|Road|Bus","Russia",2040,"EJ/yr","historical",0.0400303231185811,"IEA ETP RTS"
"3925","FE|Transport|Pass|Road|Bus","South Africa",2040,"EJ/yr","historical",0.0153201089236013,"IEA ETP RTS"
"3926","FE|Transport|Pass|Road|Bus","United States",2040,"EJ/yr","historical",0.4841046633969,"IEA ETP RTS"
"3927","FE|Transport|Pass|Road|Bus","OECD",2045,"EJ/yr","historical",0.901552774987715,"IEA ETP RTS"
"3928","FE|Transport|Pass|Road|Bus","NonOECD",2045,"EJ/yr","historical",2.79232513494403,"IEA ETP RTS"
"3929","FE|Transport|Pass|Road|Bus","ASEAN",2045,"EJ/yr","historical",0.261668992564842,"IEA ETP RTS"
"3930","FE|Transport|Pass|Road|Bus","Brazil",2045,"EJ/yr","historical",0.125492019362618,"IEA ETP RTS"
"3931","FE|Transport|Pass|Road|Bus","China",2045,"EJ/yr","historical",0.333667257139818,"IEA ETP RTS"
"3932","FE|Transport|Pass|Road|Bus","European Union",2045,"EJ/yr","historical",0.186827875279296,"IEA ETP RTS"
"3933","FE|Transport|Pass|Road|Bus","India",2045,"EJ/yr","historical",0.362311874819159,"IEA ETP RTS"
"3934","FE|Transport|Pass|Road|Bus","Mexico",2045,"EJ/yr","historical",0.080845238787467,"IEA ETP RTS"
"3935","FE|Transport|Pass|Road|Bus","Russia",2045,"EJ/yr","historical",0.0384084900600991,"IEA ETP RTS"
"3936","FE|Transport|Pass|Road|Bus","South Africa",2045,"EJ/yr","historical",0.0139382533168315,"IEA ETP RTS"
"3937","FE|Transport|Pass|Road|Bus","United States",2045,"EJ/yr","historical",0.446104682731426,"IEA ETP RTS"
"3938","FE|Transport|Pass|Road|Bus","OECD",2050,"EJ/yr","historical",0.834476214169923,"IEA ETP RTS"
"3939","FE|Transport|Pass|Road|Bus","NonOECD",2050,"EJ/yr","historical",2.74286688644067,"IEA ETP RTS"
"3940","FE|Transport|Pass|Road|Bus","ASEAN",2050,"EJ/yr","historical",0.239581117100719,"IEA ETP RTS"
"3941","FE|Transport|Pass|Road|Bus","Brazil",2050,"EJ/yr","historical",0.110190346808257,"IEA ETP RTS"
"3942","FE|Transport|Pass|Road|Bus","China",2050,"EJ/yr","historical",0.317016962215006,"IEA ETP RTS"
"3943","FE|Transport|Pass|Road|Bus","European Union",2050,"EJ/yr","historical",0.169714532125498,"IEA ETP RTS"
"3944","FE|Transport|Pass|Road|Bus","India",2050,"EJ/yr","historical",0.334918748709107,"IEA ETP RTS"
"3945","FE|Transport|Pass|Road|Bus","Mexico",2050,"EJ/yr","historical",0.0800334262366509,"IEA ETP RTS"
"3946","FE|Transport|Pass|Road|Bus","Russia",2050,"EJ/yr","historical",0.0368707512688763,"IEA ETP RTS"
"3947","FE|Transport|Pass|Road|Bus","South Africa",2050,"EJ/yr","historical",0.0124177852064204,"IEA ETP RTS"
"3948","FE|Transport|Pass|Road|Bus","United States",2050,"EJ/yr","historical",0.402732244244322,"IEA ETP RTS"
"3949","FE|Transport|Pass|Road|Bus","OECD",2055,"EJ/yr","historical",0.732162229417201,"IEA ETP RTS"
"3950","FE|Transport|Pass|Road|Bus","NonOECD",2055,"EJ/yr","historical",2.71991905237073,"IEA ETP RTS"
"3951","FE|Transport|Pass|Road|Bus","ASEAN",2055,"EJ/yr","historical",0.221906444578658,"IEA ETP RTS"
"3952","FE|Transport|Pass|Road|Bus","Brazil",2055,"EJ/yr","historical",0.0989565122623797,"IEA ETP RTS"
"3953","FE|Transport|Pass|Road|Bus","China",2055,"EJ/yr","historical",0.296496016106272,"IEA ETP RTS"
"3954","FE|Transport|Pass|Road|Bus","European Union",2055,"EJ/yr","historical",0.150706772663786,"IEA ETP RTS"
"3955","FE|Transport|Pass|Road|Bus","India",2055,"EJ/yr","historical",0.314300480288958,"IEA ETP RTS"
"3956","FE|Transport|Pass|Road|Bus","Mexico",2055,"EJ/yr","historical",0.0814377415727775,"IEA ETP RTS"
"3957","FE|Transport|Pass|Road|Bus","Russia",2055,"EJ/yr","historical",0.0343614799347422,"IEA ETP RTS"
"3958","FE|Transport|Pass|Road|Bus","South Africa",2055,"EJ/yr","historical",0.0109985042223064,"IEA ETP RTS"
"3959","FE|Transport|Pass|Road|Bus","United States",2055,"EJ/yr","historical",0.338568542395113,"IEA ETP RTS"
"3960","FE|Transport|Pass|Road|Bus","OECD",2060,"EJ/yr","historical",0.654446248590198,"IEA ETP RTS"
"3961","FE|Transport|Pass|Road|Bus","NonOECD",2060,"EJ/yr","historical",2.66230133261119,"IEA ETP RTS"
"3962","FE|Transport|Pass|Road|Bus","ASEAN",2060,"EJ/yr","historical",0.199662886862585,"IEA ETP RTS"
"3963","FE|Transport|Pass|Road|Bus","Brazil",2060,"EJ/yr","historical",0.0889343769830335,"IEA ETP RTS"
"3964","FE|Transport|Pass|Road|Bus","China",2060,"EJ/yr","historical",0.279430551536887,"IEA ETP RTS"
"3965","FE|Transport|Pass|Road|Bus","European Union",2060,"EJ/yr","historical",0.133536555865068,"IEA ETP RTS"
"3966","FE|Transport|Pass|Road|Bus","India",2060,"EJ/yr","historical",0.297009958320623,"IEA ETP RTS"
"3967","FE|Transport|Pass|Road|Bus","Mexico",2060,"EJ/yr","historical",0.0766406739624784,"IEA ETP RTS"
"3968","FE|Transport|Pass|Road|Bus","Russia",2060,"EJ/yr","historical",0.031620341566832,"IEA ETP RTS"
"3969","FE|Transport|Pass|Road|Bus","South Africa",2060,"EJ/yr","historical",0.0101668961883351,"IEA ETP RTS"
"3970","FE|Transport|Pass|Road|Bus","United States",2060,"EJ/yr","historical",0.296649267934866,"IEA ETP RTS"
"3971","FE|Transport|Pass|Road|Bus","Mexico",2060,"EJ/yr","historical",0.0807894850577192,"IEA ETP B2DS"
"3972","FE|Transport|Pass|Road|Bus","Russia",2060,"EJ/yr","historical",0.0320994884881226,"IEA ETP B2DS"
"3973","FE|Transport|Pass|Road|Bus","South Africa",2060,"EJ/yr","historical",0.0114727565849797,"IEA ETP B2DS"
"3974","FE|Transport|Pass|Road|Bus","United States",2060,"EJ/yr","historical",0.319945487553449,"IEA ETP B2DS"
"3975","FE|Transport|Pass|Road|Bus","Mexico",2035,"EJ/yr","historical",0.0798088303827594,"IEA ETP 2DS"
"3976","FE|Transport|Pass|Road|Bus","Russia",2035,"EJ/yr","historical",0.043836071390722,"IEA ETP 2DS"
"3977","FE|Transport|Pass|Road|Bus","South Africa",2035,"EJ/yr","historical",0.0137302645298786,"IEA ETP 2DS"
"3978","FE|Transport|Pass|Road|Bus","United States",2035,"EJ/yr","historical",0.537047618552736,"IEA ETP 2DS"
"3979","FE|Transport|Pass|Road|Bus","OECD",2040,"EJ/yr","historical",0.944516165234626,"IEA ETP 2DS"
"3980","FE|Transport|Pass|Road|Bus","NonOECD",2040,"EJ/yr","historical",2.70289415834516,"IEA ETP 2DS"
"3981","FE|Transport|Pass|Road|Bus","ASEAN",2040,"EJ/yr","historical",0.326903372989777,"IEA ETP 2DS"
"3982","FE|Transport|Pass|Road|Bus","Brazil",2040,"EJ/yr","historical",0.144774238845028,"IEA ETP 2DS"
"3983","FE|Transport|Pass|Road|Bus","China",2040,"EJ/yr","historical",0.400568880375417,"IEA ETP 2DS"
"3984","FE|Transport|Pass|Road|Bus","European Union",2040,"EJ/yr","historical",0.194321252694929,"IEA ETP 2DS"
"3985","FE|Transport|Pass|Road|Bus","India",2040,"EJ/yr","historical",0.394782306999856,"IEA ETP 2DS"
"3986","FE|Transport|Pass|Road|Bus","Mexico",2040,"EJ/yr","historical",0.083906983089554,"IEA ETP 2DS"
"3987","FE|Transport|Pass|Road|Bus","Russia",2040,"EJ/yr","historical",0.0396670905549384,"IEA ETP 2DS"
"3988","FE|Transport|Pass|Road|Bus","South Africa",2040,"EJ/yr","historical",0.0127694484825492,"IEA ETP 2DS"
"3989","FE|Transport|Pass|Road|Bus","United States",2040,"EJ/yr","historical",0.491330416462722,"IEA ETP 2DS"
"3990","FE|Transport|Pass|Road|Bus","OECD",2045,"EJ/yr","historical",0.846142664594788,"IEA ETP 2DS"
"3991","FE|Transport|Pass|Road|Bus","NonOECD",2045,"EJ/yr","historical",2.62670332351406,"IEA ETP 2DS"
"3992","FE|Transport|Pass|Road|Bus","ASEAN",2045,"EJ/yr","historical",0.319671477730839,"IEA ETP 2DS"
"3993","FE|Transport|Pass|Road|Bus","Brazil",2045,"EJ/yr","historical",0.135706320712477,"IEA ETP 2DS"
"3994","FE|Transport|Pass|Road|Bus","China",2045,"EJ/yr","historical",0.335837984985402,"IEA ETP 2DS"
"3995","FE|Transport|Pass|Road|Bus","European Union",2045,"EJ/yr","historical",0.168432789603395,"IEA ETP 2DS"
"3996","FE|Transport|Pass|Road|Bus","India",2045,"EJ/yr","historical",0.377170704249694,"IEA ETP 2DS"
"3997","FE|Transport|Pass|Road|Bus","Mexico",2045,"EJ/yr","historical",0.0852638395916724,"IEA ETP 2DS"
"3998","FE|Transport|Pass|Road|Bus","Russia",2045,"EJ/yr","historical",0.0360028779897687,"IEA ETP 2DS"
"3999","FE|Transport|Pass|Road|Bus","South Africa",2045,"EJ/yr","historical",0.0118687219007064,"IEA ETP 2DS"
