"","variable","region","period","unit","scenario","value","model"
"1643","FE|Transport|Freight|Navigation","ASEAN",2060,"EJ/yr","historical",1.68891869941553,"IEA ETP 2DS"
"1644","FE|Transport|Freight|Navigation","Brazil",2060,"EJ/yr","historical",0.43743772216018,"IEA ETP 2DS"
"1645","FE|Transport|Freight|Navigation","China",2060,"EJ/yr","historical",3.49560819469025,"IEA ETP 2DS"
"1646","FE|Transport|Freight|Navigation","European Union",2060,"EJ/yr","historical",1.27917927378049,"IEA ETP 2DS"
"1647","FE|Transport|Freight|Navigation","India",2060,"EJ/yr","historical",1.47892731170853,"IEA ETP 2DS"
"1648","FE|Transport|Freight|Navigation","Mexico",2060,"EJ/yr","historical",0.25947734488005,"IEA ETP 2DS"
"1649","FE|Transport|Freight|Navigation","Russia",2060,"EJ/yr","historical",0.0862383713444209,"IEA ETP 2DS"
"1650","FE|Transport|Freight|Navigation","South Africa",2060,"EJ/yr","historical",0.168846076797577,"IEA ETP 2DS"
"1651","FE|Transport|Freight|Navigation","United States",2060,"EJ/yr","historical",1.03939134205723,"IEA ETP 2DS"
"1652","FE|Transport|Freight|Navigation","India",2035,"EJ/yr","historical",0.792131464284693,"IEA ETP RTS"
"1653","FE|Transport|Freight|Navigation","Mexico",2035,"EJ/yr","historical",0.306745197418074,"IEA ETP RTS"
"1654","FE|Transport|Freight|Navigation","Russia",2035,"EJ/yr","historical",0.134846193812103,"IEA ETP RTS"
"1655","FE|Transport|Freight|Navigation","South Africa",2035,"EJ/yr","historical",0.236977445400902,"IEA ETP RTS"
"1656","FE|Transport|Freight|Navigation","United States",2035,"EJ/yr","historical",1.46566703904092,"IEA ETP RTS"
"1657","FE|Transport|Freight|Navigation","OECD",2040,"EJ/yr","historical",5.54831163428971,"IEA ETP RTS"
"1658","FE|Transport|Freight|Navigation","NonOECD",2040,"EJ/yr","historical",10.3445450413911,"IEA ETP RTS"
"1659","FE|Transport|Freight|Navigation","ASEAN",2040,"EJ/yr","historical",1.49862467516885,"IEA ETP RTS"
"1660","FE|Transport|Freight|Navigation","Brazil",2040,"EJ/yr","historical",0.641956473246582,"IEA ETP RTS"
"1661","FE|Transport|Freight|Navigation","China",2040,"EJ/yr","historical",4.000664775361,"IEA ETP RTS"
"1662","FE|Transport|Freight|Navigation","European Union",2040,"EJ/yr","historical",1.77996670462793,"IEA ETP RTS"
"1663","FE|Transport|Freight|Navigation","India",2040,"EJ/yr","historical",1.02922171461768,"IEA ETP RTS"
"1664","FE|Transport|Freight|Navigation","Mexico",2040,"EJ/yr","historical",0.337810758979895,"IEA ETP RTS"
"1665","FE|Transport|Freight|Navigation","Russia",2040,"EJ/yr","historical",0.138414913259602,"IEA ETP RTS"
"1666","FE|Transport|Freight|Navigation","South Africa",2040,"EJ/yr","historical",0.257785714830898,"IEA ETP RTS"
"1667","FE|Transport|Freight|Navigation","United States",2040,"EJ/yr","historical",1.42259354789518,"IEA ETP RTS"
"1668","FE|Transport|Freight|Navigation","OECD",2045,"EJ/yr","historical",5.60769110594123,"IEA ETP RTS"
"1669","FE|Transport|Freight|Navigation","NonOECD",2045,"EJ/yr","historical",11.7535547075496,"IEA ETP RTS"
"1670","FE|Transport|Freight|Navigation","ASEAN",2045,"EJ/yr","historical",1.78924127224891,"IEA ETP RTS"
"1671","FE|Transport|Freight|Navigation","Brazil",2045,"EJ/yr","historical",0.6980338715049,"IEA ETP RTS"
"1672","FE|Transport|Freight|Navigation","China",2045,"EJ/yr","historical",4.30990345445712,"IEA ETP RTS"
"1673","FE|Transport|Freight|Navigation","European Union",2045,"EJ/yr","historical",1.74874009804181,"IEA ETP RTS"
"1674","FE|Transport|Freight|Navigation","India",2045,"EJ/yr","historical",1.37498721062314,"IEA ETP RTS"
"1675","FE|Transport|Freight|Navigation","Mexico",2045,"EJ/yr","historical",0.378117859683601,"IEA ETP RTS"
"1676","FE|Transport|Freight|Navigation","Russia",2045,"EJ/yr","historical",0.135361750089972,"IEA ETP RTS"
"1677","FE|Transport|Freight|Navigation","South Africa",2045,"EJ/yr","historical",0.27647273495826,"IEA ETP RTS"
"1678","FE|Transport|Freight|Navigation","United States",2045,"EJ/yr","historical",1.42310782422838,"IEA ETP RTS"
"1679","FE|Transport|Freight|Navigation","OECD",2050,"EJ/yr","historical",5.75985939393597,"IEA ETP RTS"
"1680","FE|Transport|Freight|Navigation","India",2014,"EJ/yr","historical",0.306647148163651,"IEA ETP 2DS"
"1681","FE|Transport|Freight|Navigation","Mexico",2014,"EJ/yr","historical",0.192296007686687,"IEA ETP 2DS"
"1682","FE|Transport|Freight|Navigation","Russia",2014,"EJ/yr","historical",0.115455154157042,"IEA ETP 2DS"
"1683","FE|Transport|Freight|Navigation","South Africa",2014,"EJ/yr","historical",0.10402843324592,"IEA ETP 2DS"
"1684","FE|Transport|Freight|Navigation","United States",2014,"EJ/yr","historical",1.17418682975,"IEA ETP 2DS"
"1685","FE|Transport|Freight|Navigation","OECD",2025,"EJ/yr","historical",4.70502113094859,"IEA ETP 2DS"
"1686","FE|Transport|Freight|Navigation","NonOECD",2025,"EJ/yr","historical",6.6789864843983,"IEA ETP 2DS"
"1687","FE|Transport|Freight|Navigation","ASEAN",2025,"EJ/yr","historical",0.847716058723553,"IEA ETP 2DS"
"1688","FE|Transport|Freight|Navigation","Brazil",2025,"EJ/yr","historical",0.341587208372741,"IEA ETP 2DS"
"1689","FE|Transport|Freight|Navigation","China",2025,"EJ/yr","historical",2.71908023199044,"IEA ETP 2DS"
"1690","FE|Transport|Freight|Navigation","European Union",2025,"EJ/yr","historical",1.65743309470837,"IEA ETP 2DS"
"1691","FE|Transport|Freight|Navigation","India",2025,"EJ/yr","historical",0.422008532660605,"IEA ETP 2DS"
"1692","FE|Transport|Freight|Navigation","Mexico",2025,"EJ/yr","historical",0.211186560167276,"IEA ETP 2DS"
"1693","FE|Transport|Freight|Navigation","Russia",2025,"EJ/yr","historical",0.131271555412734,"IEA ETP 2DS"
"1694","FE|Transport|Freight|Navigation","South Africa",2025,"EJ/yr","historical",0.136541009796874,"IEA ETP 2DS"
"1695","FE|Transport|Freight|Navigation","United States",2025,"EJ/yr","historical",1.21963533817185,"IEA ETP 2DS"
"1696","FE|Transport|Freight|Navigation","OECD",2030,"EJ/yr","historical",4.5820096165055,"IEA ETP 2DS"
"1697","FE|Transport|Freight|Navigation","NonOECD",2030,"EJ/yr","historical",7.09193081332836,"IEA ETP 2DS"
"1698","FE|Transport|Freight|Navigation","ASEAN",2030,"EJ/yr","historical",0.945485366720276,"IEA ETP 2DS"
"1699","FE|Transport|Freight|Navigation","Brazil",2030,"EJ/yr","historical",0.363549025042638,"IEA ETP 2DS"
"1700","FE|Transport|Freight|Navigation","China",2030,"EJ/yr","historical",2.93280703599858,"IEA ETP 2DS"
"1701","FE|Transport|Freight|Navigation","European Union",2030,"EJ/yr","historical",1.58151652324087,"IEA ETP 2DS"
"1702","FE|Transport|Freight|Navigation","India",2030,"EJ/yr","historical",0.523078178444668,"IEA ETP 2DS"
"1703","FE|Transport|Freight|Navigation","Mexico",2030,"EJ/yr","historical",0.221515493396374,"IEA ETP 2DS"
"1704","FE|Transport|Freight|Navigation","Russia",2030,"EJ/yr","historical",0.123536323539788,"IEA ETP 2DS"
"1705","FE|Transport|Freight|Navigation","South Africa",2030,"EJ/yr","historical",0.147016307933429,"IEA ETP 2DS"
"1706","FE|Transport|Freight|Navigation","United States",2030,"EJ/yr","historical",1.19321054560257,"IEA ETP 2DS"
"1707","FE|Transport|Freight|Navigation","OECD",2035,"EJ/yr","historical",4.47986535344878,"IEA ETP 2DS"
"1708","FE|Transport|Freight|Navigation","NonOECD",2035,"EJ/yr","historical",7.67049927638239,"IEA ETP 2DS"
"1709","FE|Transport|Freight|Navigation","ASEAN",2035,"EJ/yr","historical",1.07407988279752,"IEA ETP 2DS"
"1710","FE|Transport|Freight|Navigation","Brazil",2035,"EJ/yr","historical",0.393322171554003,"IEA ETP 2DS"
"1711","FE|Transport|Freight|Navigation","China",2035,"EJ/yr","historical",3.1486270476467,"IEA ETP 2DS"
"1712","FE|Transport|Freight|Navigation","European Union",2035,"EJ/yr","historical",1.53195609161941,"IEA ETP 2DS"
"1713","FE|Transport|Freight|Navigation","Russia",2025,"EJ/yr","historical",0.129406090154042,"IEA ETP RTS"
"1714","FE|Transport|Freight|Navigation","South Africa",2025,"EJ/yr","historical",0.175625696032772,"IEA ETP RTS"
"1715","FE|Transport|Freight|Navigation","United States",2025,"EJ/yr","historical",1.41422175331944,"IEA ETP RTS"
"1716","FE|Transport|Freight|Navigation","OECD",2030,"EJ/yr","historical",5.4330646822516,"IEA ETP RTS"
"1717","FE|Transport|Freight|Navigation","NonOECD",2030,"EJ/yr","historical",8.12040990933821,"IEA ETP RTS"
"1718","FE|Transport|Freight|Navigation","ASEAN",2030,"EJ/yr","historical",1.06857141276966,"IEA ETP RTS"
"1719","FE|Transport|Freight|Navigation","Brazil",2030,"EJ/yr","historical",0.522503748311934,"IEA ETP RTS"
"1720","FE|Transport|Freight|Navigation","China",2030,"EJ/yr","historical",3.32475935704065,"IEA ETP RTS"
"1721","FE|Transport|Freight|Navigation","European Union",2030,"EJ/yr","historical",1.80375525664359,"IEA ETP RTS"
"1722","FE|Transport|Freight|Navigation","India",2030,"EJ/yr","historical",0.602898687935498,"IEA ETP RTS"
"1723","FE|Transport|Freight|Navigation","Mexico",2030,"EJ/yr","historical",0.278428134908217,"IEA ETP RTS"
"1724","FE|Transport|Freight|Navigation","Russia",2030,"EJ/yr","historical",0.129477847407335,"IEA ETP RTS"
"1725","FE|Transport|Freight|Navigation","South Africa",2030,"EJ/yr","historical",0.207890882318741,"IEA ETP RTS"
"1726","FE|Transport|Freight|Navigation","United States",2030,"EJ/yr","historical",1.47160466699987,"IEA ETP RTS"
"1727","FE|Transport|Freight|Navigation","OECD",2035,"EJ/yr","historical",5.55368187883762,"IEA ETP RTS"
"1728","FE|Transport|Freight|Navigation","NonOECD",2035,"EJ/yr","historical",9.20417963260498,"IEA ETP RTS"
"1729","FE|Transport|Freight|Navigation","ASEAN",2035,"EJ/yr","historical",1.27058059175954,"IEA ETP RTS"
"1730","FE|Transport|Freight|Navigation","Brazil",2035,"EJ/yr","historical",0.583601967808526,"IEA ETP RTS"
"1731","FE|Transport|Freight|Navigation","China",2035,"EJ/yr","historical",3.69861841126137,"IEA ETP RTS"
"1732","FE|Transport|Freight|Navigation","European Union",2035,"EJ/yr","historical",1.8181504479399,"IEA ETP RTS"
"1733","FE|Transport|Freight|Navigation","ASEAN",2055,"EJ/yr","historical",2.31900809664798,"IEA ETP RTS"
"1734","FE|Transport|Freight|Navigation","Brazil",2055,"EJ/yr","historical",0.792138246957975,"IEA ETP RTS"
"1735","FE|Transport|Freight|Navigation","NonOECD",2014,"EJ/yr","historical",5.6197092142935,"IEA ETP RTS"
"1736","FE|Transport|Freight|Navigation","ASEAN",2014,"EJ/yr","historical",0.681830642919755,"IEA ETP RTS"
"1737","FE|Transport|Freight|Navigation","Brazil",2014,"EJ/yr","historical",0.356022713906482,"IEA ETP RTS"
"1738","FE|Transport|Freight|Navigation","China",2014,"EJ/yr","historical",1.98739494134648,"IEA ETP RTS"
"1739","FE|Transport|Freight|Navigation","European Union",2014,"EJ/yr","historical",1.65086284701024,"IEA ETP RTS"
"1740","FE|Transport|Freight|Navigation","India",2014,"EJ/yr","historical",0.306647148163651,"IEA ETP RTS"
"1741","FE|Transport|Freight|Navigation","Mexico",2014,"EJ/yr","historical",0.192296007686687,"IEA ETP RTS"
"1742","FE|Transport|Freight|Navigation","Russia",2014,"EJ/yr","historical",0.115455154157042,"IEA ETP RTS"
"1743","FE|Transport|Freight|Navigation","South Africa",2014,"EJ/yr","historical",0.10402843324592,"IEA ETP RTS"
"1744","FE|Transport|Freight|Navigation","United States",2014,"EJ/yr","historical",1.17418682975,"IEA ETP RTS"
"1745","FE|Transport|Freight|Navigation","OECD",2025,"EJ/yr","historical",5.26140740119635,"IEA ETP RTS"
"1746","FE|Transport|Freight|Navigation","NonOECD",2025,"EJ/yr","historical",7.22519252850527,"IEA ETP RTS"
"1747","FE|Transport|Freight|Navigation","ASEAN",2025,"EJ/yr","historical",0.901758457893187,"IEA ETP RTS"
"1748","FE|Transport|Freight|Navigation","Brazil",2025,"EJ/yr","historical",0.475001705013891,"IEA ETP RTS"
"1749","FE|Transport|Freight|Navigation","China",2025,"EJ/yr","historical",2.94903688407127,"IEA ETP RTS"
"1750","FE|Transport|Freight|Navigation","European Union",2025,"EJ/yr","historical",1.79774720132849,"IEA ETP RTS"
"1751","FE|Transport|Freight|Navigation","India",2025,"EJ/yr","historical",0.461749957468842,"IEA ETP RTS"
"1752","FE|Transport|Freight|Navigation","Mexico",2025,"EJ/yr","historical",0.249895779544876,"IEA ETP RTS"
"1753","FE|Transport|Freight|Navigation","India",2050,"EJ/yr","historical",1.87131723714666,"IEA ETP RTS"
"1754","FE|Transport|Freight|Navigation","Mexico",2050,"EJ/yr","historical",0.423859605603695,"IEA ETP RTS"
"1755","FE|Transport|Freight|Navigation","Russia",2050,"EJ/yr","historical",0.125861581930991,"IEA ETP RTS"
"1756","FE|Transport|Freight|Navigation","South Africa",2050,"EJ/yr","historical",0.299208852037167,"IEA ETP RTS"
"1757","FE|Transport|Freight|Navigation","United States",2050,"EJ/yr","historical",1.49418983386267,"IEA ETP RTS"
"1758","FE|Transport|Freight|Navigation","OECD",2055,"EJ/yr","historical",6.00590575500424,"IEA ETP RTS"
"1759","FE|Transport|Freight|Navigation","NonOECD",2055,"EJ/yr","historical",14.4395648204719,"IEA ETP RTS"
"1760","FE|Transport|Freight|Navigation","China",2060,"EJ/yr","historical",4.92164058391931,"IEA ETP RTS"
"1761","FE|Transport|Freight|Navigation","NonOECD",2050,"EJ/yr","historical",13.4722881018777,"IEA ETP RTS"
"1762","FE|Transport|Freight|Navigation","ASEAN",2050,"EJ/yr","historical",2.15697884787524,"IEA ETP RTS"
"1763","FE|Transport|Freight|Navigation","Brazil",2050,"EJ/yr","historical",0.751340294773483,"IEA ETP RTS"
"1764","FE|Transport|Freight|Navigation","China",2050,"EJ/yr","historical",4.59250528295941,"IEA ETP RTS"
"1765","FE|Transport|Freight|Navigation","European Union",2050,"EJ/yr","historical",1.71716356218758,"IEA ETP RTS"
"1766","FE|Transport|Freight|Navigation","Russia",2055,"EJ/yr","historical",0.131762885857938,"IEA ETP RTS"
"1767","FE|Transport|Freight|Navigation","South Africa",2055,"EJ/yr","historical",0.319565044008653,"IEA ETP RTS"
"1768","FE|Transport|Freight|Navigation","United States",2055,"EJ/yr","historical",1.58341878850964,"IEA ETP RTS"
"1769","FE|Transport|Freight|Navigation","OECD",2060,"EJ/yr","historical",6.34012423876717,"IEA ETP RTS"
"1770","FE|Transport|Freight|Navigation","NonOECD",2060,"EJ/yr","historical",15.5070416510891,"IEA ETP RTS"
"1771","FE|Transport|Freight|Navigation","ASEAN",2060,"EJ/yr","historical",2.50492696775808,"IEA ETP RTS"
"1772","FE|Transport|Freight|Navigation","Brazil",2060,"EJ/yr","historical",0.834346754097572,"IEA ETP RTS"
"1773","FE|Transport|Freight|Navigation","India",2055,"EJ/yr","historical",2.04882115639549,"IEA ETP RTS"
"1774","FE|Transport|Freight|Navigation","European Union",2060,"EJ/yr","historical",1.85715931709634,"IEA ETP RTS"
"1775","FE|Transport|Freight|Navigation","China",2055,"EJ/yr","historical",4.74812949339402,"IEA ETP RTS"
"1776","FE|Transport|Freight|Navigation","European Union",2055,"EJ/yr","historical",1.77424014672683,"IEA ETP RTS"
"1777","FE|Transport|Freight|Navigation","Mexico",2060,"EJ/yr","historical",0.47157029914936,"IEA ETP RTS"
"1778","FE|Transport|Freight|Navigation","Mexico",2055,"EJ/yr","historical",0.44601164769123,"IEA ETP RTS"
"1779","FE|Transport|Freight|Navigation","United States",2060,"EJ/yr","historical",1.70298637494281,"IEA ETP RTS"
"1780","FE|Transport|Freight|Navigation","India",2060,"EJ/yr","historical",2.22237334902207,"IEA ETP RTS"
"1781","FE|Transport|Freight|Navigation","Russia",2060,"EJ/yr","historical",0.13870557616473,"IEA ETP RTS"
"1782","FE|Transport|Freight|Navigation","South Africa",2060,"EJ/yr","historical",0.342165215669321,"IEA ETP RTS"
"1783","FE|Transport|Freight","Mexico",2014,"EJ/yr","historical",1.32364393770843,"IEA ETP B2DS"
"1784","FE|Transport|Freight","NonOECD",2014,"EJ/yr","historical",23.3741911376778,"IEA ETP B2DS"
"1785","FE|Transport|Freight","ASEAN",2014,"EJ/yr","historical",2.41305024588868,"IEA ETP B2DS"
"1786","FE|Transport|Freight","Brazil",2014,"EJ/yr","historical",2.13496192286485,"IEA ETP B2DS"
"1787","FE|Transport|Freight","China",2014,"EJ/yr","historical",6.84459267923075,"IEA ETP B2DS"
"1788","FE|Transport|Freight","European Union",2014,"EJ/yr","historical",6.01952251687818,"IEA ETP B2DS"
"1789","FE|Transport|Freight","India",2014,"EJ/yr","historical",1.83799753376842,"IEA ETP B2DS"
"1790","FE|Transport|Freight","South Africa",2025,"EJ/yr","historical",0.529357840466573,"IEA ETP B2DS"
"1791","FE|Transport|Freight","United States",2025,"EJ/yr","historical",8.2363276563586,"IEA ETP B2DS"
"1792","FE|Transport|Freight","OECD",2014,"EJ/yr","historical",21.491216874964,"IEA ETP B2DS"
"1793","FE|Transport|Freight","South Africa",2025,"EJ/yr","historical",0.561546913296121,"IEA ETP 2DS"
"1794","FE|Transport|Freight","United States",2025,"EJ/yr","historical",8.67967050425595,"IEA ETP 2DS"
"1795","FE|Transport|Freight","OECD",2030,"EJ/yr","historical",19.4914591843492,"IEA ETP 2DS"
"1796","FE|Transport|Freight","NonOECD",2030,"EJ/yr","historical",33.2667372565558,"IEA ETP 2DS"
"1797","FE|Transport|Freight","ASEAN",2030,"EJ/yr","historical",3.80001875518714,"IEA ETP 2DS"
"1798","FE|Transport|Freight","Brazil",2030,"EJ/yr","historical",2.44911587073693,"IEA ETP 2DS"
"1799","FE|Transport|Freight","China",2030,"EJ/yr","historical",9.65094577646511,"IEA ETP 2DS"
"1800","FE|Transport|Freight","European Union",2030,"EJ/yr","historical",5.2825974801466,"IEA ETP 2DS"
"1801","FE|Transport|Freight","Russia",2014,"EJ/yr","historical",1.11684556113275,"IEA ETP B2DS"
"1802","FE|Transport|Freight","South Africa",2014,"EJ/yr","historical",0.485838164645523,"IEA ETP B2DS"
"1803","FE|Transport|Freight","United States",2014,"EJ/yr","historical",8.94290436979414,"IEA ETP B2DS"
"1804","FE|Transport|Freight","OECD",2025,"EJ/yr","historical",19.3969748446541,"IEA ETP B2DS"
"1805","FE|Transport|Freight","NonOECD",2025,"EJ/yr","historical",27.8571496196651,"IEA ETP B2DS"
"1806","FE|Transport|Freight","ASEAN",2025,"EJ/yr","historical",3.06780143033975,"IEA ETP B2DS"
"1807","FE|Transport|Freight","Brazil",2025,"EJ/yr","historical",2.24403237738939,"IEA ETP B2DS"
"1808","FE|Transport|Freight","China",2025,"EJ/yr","historical",8.198258104904,"IEA ETP B2DS"
"1809","FE|Transport|Freight","European Union",2025,"EJ/yr","historical",5.32931215071685,"IEA ETP B2DS"
"1810","FE|Transport|Freight","India",2025,"EJ/yr","historical",3.29653781643277,"IEA ETP B2DS"
"1811","FE|Transport|Freight","Mexico",2025,"EJ/yr","historical",1.32327387449583,"IEA ETP B2DS"
"1812","FE|Transport|Freight","Russia",2025,"EJ/yr","historical",1.09124739567843,"IEA ETP B2DS"
"1813","FE|Transport|Freight","OECD",2014,"EJ/yr","historical",21.491216874964,"IEA ETP 2DS"
"1814","FE|Transport|Freight","NonOECD",2014,"EJ/yr","historical",23.3741911376778,"IEA ETP 2DS"
"1815","FE|Transport|Freight","ASEAN",2014,"EJ/yr","historical",2.41305024588868,"IEA ETP 2DS"
"1816","FE|Transport|Freight","Brazil",2014,"EJ/yr","historical",2.13496192286485,"IEA ETP 2DS"
"1817","FE|Transport|Freight","China",2014,"EJ/yr","historical",6.84459267923075,"IEA ETP 2DS"
"1818","FE|Transport|Freight","European Union",2014,"EJ/yr","historical",6.01952251687818,"IEA ETP 2DS"
"1819","FE|Transport|Freight","India",2014,"EJ/yr","historical",1.83799753376842,"IEA ETP 2DS"
"1820","FE|Transport|Freight","Mexico",2014,"EJ/yr","historical",1.32364393770843,"IEA ETP 2DS"
"1821","FE|Transport|Freight","Russia",2014,"EJ/yr","historical",1.11684556113275,"IEA ETP 2DS"
"1822","FE|Transport|Freight","South Africa",2014,"EJ/yr","historical",0.485838164645523,"IEA ETP 2DS"
"1823","FE|Transport|Freight","United States",2014,"EJ/yr","historical",8.94290436979414,"IEA ETP 2DS"
"1824","FE|Transport|Freight","OECD",2025,"EJ/yr","historical",20.352785727541,"IEA ETP 2DS"
"1825","FE|Transport|Freight","NonOECD",2025,"EJ/yr","historical",30.1217335817257,"IEA ETP 2DS"
"1826","FE|Transport|Freight","ASEAN",2025,"EJ/yr","historical",3.34510287899101,"IEA ETP 2DS"
"1827","FE|Transport|Freight","Brazil",2025,"EJ/yr","historical",2.38578394423873,"IEA ETP 2DS"
"1828","FE|Transport|Freight","China",2025,"EJ/yr","historical",8.77003892657733,"IEA ETP 2DS"
"1829","FE|Transport|Freight","European Union",2025,"EJ/yr","historical",5.57515796852092,"IEA ETP 2DS"
"1830","FE|Transport|Freight","India",2025,"EJ/yr","historical",3.70806852498756,"IEA ETP 2DS"
"1831","FE|Transport|Freight","Mexico",2025,"EJ/yr","historical",1.39438671226953,"IEA ETP 2DS"
"1832","FE|Transport|Freight","Russia",2025,"EJ/yr","historical",1.16320946827118,"IEA ETP 2DS"
"1833","FE|Transport|Freight","OECD",2014,"EJ/yr","historical",21.491216874965,"IEA ETP RTS"
"1834","FE|Transport|Freight","NonOECD",2014,"EJ/yr","historical",23.3741911376785,"IEA ETP RTS"
"1835","FE|Transport|Freight","ASEAN",2014,"EJ/yr","historical",2.41305024588875,"IEA ETP RTS"
"1836","FE|Transport|Freight","Brazil",2014,"EJ/yr","historical",2.13496192286494,"IEA ETP RTS"
"1837","FE|Transport|Freight","China",2014,"EJ/yr","historical",6.84459267923079,"IEA ETP RTS"
"1838","FE|Transport|Freight","European Union",2014,"EJ/yr","historical",6.01952251687855,"IEA ETP RTS"
"1839","FE|Transport|Freight","India",2014,"EJ/yr","historical",1.83799753376849,"IEA ETP RTS"
"1840","FE|Transport|Freight","Mexico",2014,"EJ/yr","historical",1.3236439377085,"IEA ETP RTS"
"1841","FE|Transport|Freight","Russia",2014,"EJ/yr","historical",1.1168455611328,"IEA ETP RTS"
"1842","FE|Transport|Freight","South Africa",2014,"EJ/yr","historical",0.485838164645601,"IEA ETP RTS"
"1843","FE|Transport|Freight","United States",2014,"EJ/yr","historical",8.94290436979426,"IEA ETP RTS"
"1844","FE|Transport|Freight","OECD",2025,"EJ/yr","historical",22.1116065721577,"IEA ETP RTS"
"1845","FE|Transport|Freight","NonOECD",2025,"EJ/yr","historical",31.1647120442509,"IEA ETP RTS"
"1846","FE|Transport|Freight","ASEAN",2025,"EJ/yr","historical",3.51220594953486,"IEA ETP RTS"
"1847","FE|Transport|Freight","Brazil",2025,"EJ/yr","historical",2.4590336855496,"IEA ETP RTS"
"1848","FE|Transport|Freight","China",2025,"EJ/yr","historical",9.77422593524807,"IEA ETP RTS"
"1849","FE|Transport|Freight","European Union",2025,"EJ/yr","historical",6.03075681928367,"IEA ETP RTS"
"1850","FE|Transport|Freight","India",2025,"EJ/yr","historical",3.53998384307652,"IEA ETP RTS"
"1851","FE|Transport|Freight","Mexico",2025,"EJ/yr","historical",1.49598859904607,"IEA ETP RTS"
"1852","FE|Transport|Freight","Russia",2025,"EJ/yr","historical",1.15761630364219,"IEA ETP RTS"
"1853","FE|Transport|Freight","South Africa",2025,"EJ/yr","historical",0.601516202018518,"IEA ETP RTS"
"1854","FE|Transport|Freight","United States",2025,"EJ/yr","historical",9.52235758350435,"IEA ETP RTS"
"1855","FE|Transport|Freight","OECD",2030,"EJ/yr","historical",22.705948406233,"IEA ETP RTS"
"1856","FE|Transport|Freight","NonOECD",2030,"EJ/yr","historical",37.0835220167275,"IEA ETP RTS"
"1857","FE|Transport|Freight","ASEAN",2030,"EJ/yr","historical",4.30787744247974,"IEA ETP RTS"
"1858","FE|Transport|Freight","OECD",2030,"EJ/yr","historical",17.7869928670083,"IEA ETP B2DS"
"1859","FE|Transport|Freight","NonOECD",2030,"EJ/yr","historical",29.5008827710257,"IEA ETP B2DS"
"1860","FE|Transport|Freight","ASEAN",2030,"EJ/yr","historical",3.36309126205387,"IEA ETP B2DS"
"1861","FE|Transport|Freight","Brazil",2030,"EJ/yr","historical",2.21112050721357,"IEA ETP B2DS"
"1862","FE|Transport|Freight","China",2030,"EJ/yr","historical",8.62468264120141,"IEA ETP B2DS"
"1863","FE|Transport|Freight","European Union",2030,"EJ/yr","historical",4.83254711447678,"IEA ETP B2DS"
"1864","FE|Transport|Freight","India",2030,"EJ/yr","historical",3.86506350215516,"IEA ETP B2DS"
"1865","FE|Transport|Freight","Mexico",2030,"EJ/yr","historical",1.28149114135256,"IEA ETP B2DS"
"1866","FE|Transport|Freight","Russia",2030,"EJ/yr","historical",1.03904549164489,"IEA ETP B2DS"
"1867","FE|Transport|Freight","South Africa",2030,"EJ/yr","historical",0.52544987948959,"IEA ETP B2DS"
"1868","FE|Transport|Freight","United States",2030,"EJ/yr","historical",7.54836872973962,"IEA ETP B2DS"
"1869","FE|Transport|Freight","OECD",2035,"EJ/yr","historical",15.8992125819189,"IEA ETP B2DS"
"1870","FE|Transport|Freight","NonOECD",2035,"EJ/yr","historical",30.2266600215119,"IEA ETP B2DS"
"1871","FE|Transport|Freight","ASEAN",2035,"EJ/yr","historical",3.5448620348569,"IEA ETP B2DS"
"1872","FE|Transport|Freight","Brazil",2035,"EJ/yr","historical",2.14416461001269,"IEA ETP B2DS"
"1873","FE|Transport|Freight","China",2035,"EJ/yr","historical",8.69309992678279,"IEA ETP B2DS"
"1874","FE|Transport|Freight","European Union",2035,"EJ/yr","historical",4.28650451485724,"IEA ETP B2DS"
"1875","FE|Transport|Freight","India",2035,"EJ/yr","historical",4.25704002531441,"IEA ETP B2DS"
"1876","FE|Transport|Freight","Mexico",2035,"EJ/yr","historical",1.21743565175331,"IEA ETP B2DS"
"1877","FE|Transport|Freight","Russia",2035,"EJ/yr","historical",0.983435266378028,"IEA ETP B2DS"
"1878","FE|Transport|Freight","South Africa",2035,"EJ/yr","historical",0.512569960158227,"IEA ETP B2DS"
"1879","FE|Transport|Freight","United States",2035,"EJ/yr","historical",6.66622291358906,"IEA ETP B2DS"
"1880","FE|Transport|Freight","OECD",2040,"EJ/yr","historical",14.2125525802463,"IEA ETP B2DS"
"1881","FE|Transport|Freight","NonOECD",2040,"EJ/yr","historical",30.102357172922,"IEA ETP B2DS"
"1882","FE|Transport|Freight","ASEAN",2040,"EJ/yr","historical",3.57581733496373,"IEA ETP B2DS"
"1883","FE|Transport|Freight","Brazil",2040,"EJ/yr","historical",2.01944987988207,"IEA ETP B2DS"
"1884","FE|Transport|Freight","China",2040,"EJ/yr","historical",8.7518623042082,"IEA ETP B2DS"
"1885","FE|Transport|Freight","European Union",2040,"EJ/yr","historical",3.77030867060952,"IEA ETP B2DS"
"1886","FE|Transport|Freight","India",2040,"EJ/yr","historical",4.43185928294055,"IEA ETP B2DS"
"1887","FE|Transport|Freight","Mexico",2040,"EJ/yr","historical",1.11368288890074,"IEA ETP B2DS"
"1888","FE|Transport|Freight","Russia",2040,"EJ/yr","historical",0.909969871029867,"IEA ETP B2DS"
"1889","FE|Transport|Freight","South Africa",2040,"EJ/yr","historical",0.484732111475081,"IEA ETP B2DS"
